职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求
产品经理（交互设计方向）,人工智能,37500.0,广州实地房地产开发有限公司,北京,3,本科,
算法工程师,人工智能,22500.0,精硕科技（北京）股份有限公司,上海,1,硕士,
大客户销售（军工）,人工智能,30000.0,达而观信息科技（上海）有限公司,上海,5,本科,
销售经理,人工智能,18000.0,海深科技（宁波）有限公司,上海,1,本科,
c++开发工程师,人工智能,40000.0,北京和风畅想科技有限公司,北京,1,本科,
售前工程师,人工智能,11500.0,北京捷通华声科技股份有限公司,成都,1,本科,
高精度定位开放平台产品经理,人工智能,17500.0,广东星舆科技有限公司,广州,3,本科,
机器学习实习生,人工智能,5000.0,超参数科技（深圳）有限公司,深圳,0,本科,
推荐算法工程师,人工智能,30000.0,北京小米科技有限责任公司,北京,0,本科,
市场商务经理,人工智能,12500.0,北京盈迪曼德科技有限公司,北京,1,大专,
语音识别算法工程师,人工智能,37500.0,北京奇艺世纪科技有限公司,成都,3,本科,
KA大客户销售,人工智能,11500.0,广州织点智能科技有限公司,广州,3,大专,
大数据运维工程师-杭州,人工智能,20000.0,杭州有赞科技有限公司,杭州,0,不限,
NLP算法研究员,人工智能,40000.0,上海明品医学数据科技有限公司,上海,1,博士,
销售经理,人工智能,9500.0,轻客智能科技（江苏）有限公司,无锡,3,本科,
UX设计师,人工智能,14000.0,上海纸上绝知智能科技有限公司,上海,0,不限,
文案策划,人工智能,18000.0,北京静帆科技有限公司,北京,1,本科,
华东大客户销售（政企）,人工智能,22500.0,达而观信息科技（上海）有限公司,上海,3,本科,
售前技术支持总监,人工智能,20000.0,北京捷通华声科技股份有限公司,成都,5,本科,
机器学习研究员,人工智能,30000.0,超参数科技（深圳）有限公司,深圳,1,硕士,
web前端工程师,人工智能,22500.0,上海依图信息技术有限公司,杭州,5,本科,
视觉算法工程师,人工智能,19000.0,广州市讯码通讯科技有限公司,广州,1,硕士,
项目经理,人工智能,22500.0,广州探迹科技有限公司,北京,5,本科,
ka大客户经理,人工智能,15000.0,广州织点智能科技有限公司,广州,3,大专,
技术产品经理,人工智能,30000.0,北京市商汤科技开发有限公司,北京,3,本科,
小爱产品经理（闲聊）,人工智能,45000.0,北京小米科技有限责任公司,北京,5,本科,
AI平台开发工程师,人工智能,35000.0,广州实地房地产开发有限公司,北京,3,本科,
数据挖掘工程师（智能客服方向）,人工智能,27500.0,网易（杭州）有限公司,广州,3,本科,
商业广告运营优化师-GZ,人工智能,15000.0,北京品友互动信息技术股份公司,广州,3,本科,
资深算法工程师,人工智能,55000.0,上海只二网络科技有限公司,上海,5,本科,
机器学习算法工程师,人工智能,30000.0,北京闲徕互娱网络科技有限公司,北京,3,本科,
云计算销售经理,人工智能,22500.0,杭州才云科技有限公司,深圳,5,本科,
华东区大客户销售,人工智能,20000.0,达而观信息科技（上海）有限公司,上海,3,本科,
销售总监,人工智能,20000.0,北京捷通华声科技股份有限公司,成都,5,本科,
后端开发工程师（医疗大数据方向）,人工智能,22500.0,上海依图信息技术有限公司,杭州,5,本科,
机器学习高级研究员,人工智能,40000.0,超参数科技（深圳）有限公司,深圳,3,硕士,
用户体验产品经理,人工智能,37500.0,广州实地房地产开发有限公司,北京,3,本科,
市场营销经理,人工智能,15000.0,杭州魔点科技有限公司,杭州,3,本科,
高级销售经理,人工智能,15000.0,轻客智能科技（江苏）有限公司,北京,5,本科,
高级招聘专员/HRBP,人工智能,14000.0,北京市商汤科技开发有限公司,北京,3,本科,
深度学习算法工程师,人工智能,30000.0,浪淘金（北京）科技有限责任公司,北京,0,本科,
算法工程师,人工智能,30000.0,杉数科技（北京）有限公司,北京,0,硕士,
后装ToB产品经理,人工智能,30000.0,深圳佑驾创新科技有限公司,南京,3,本科,
算法工程师,人工智能,30000.0,浙江畅唐网络股份有限公司,杭州,1,本科,
Java后端高级开发工程师,人工智能,30000.0,北京天天乐学教育科技有限公司,北京,3,本科,
自然语言处理工程师 — 搜索推荐,人工智能,37500.0,北京小米科技有限责任公司,北京,1,硕士,
售前技术支持经理（北京）,人工智能,22500.0,智言科技(深圳)有限公司,北京,3,本科,
高级python开发工程师,人工智能,25000.0,达而观信息科技（上海）有限公司,北京,3,本科,
售前技术支持工程师,人工智能,20000.0,北京捷通华声科技股份有限公司,上海,3,本科,
产品经理（智能门店方向）,人工智能,22500.0,杭州比智科技有限公司,杭州,3,本科,
机器学习资深算法工程师（多模态学习）,人工智能,37500.0,广州小鹏汽车科技有限公司,北京,1,硕士,
java高级开发工程师,人工智能,20000.0,成都拓尔思信息技术有限公司,成都,5,本科,
机器学习算法工程师,人工智能,19000.0,广州市讯码通讯科技有限公司,广州,1,硕士,
高级产品经理（DMS）,人工智能,30000.0,深圳佑驾创新科技有限公司,深圳,3,本科,
AI平台产品经理-杭州-00119,人工智能,15000.0,杭州才云科技有限公司,杭州,1,本科,
产品经理（智能汽车）,人工智能,30000.0,深思考人工智能机器人科技（北京）有限公司,北京,3,本科,
Windows服务器运维工程师,人工智能,17500.0,上海微创软件股份有限公司,上海,3,本科,
后台开发工程师,人工智能,16000.0,上海纸上绝知智能科技有限公司,上海,1,本科,
算法工程师,人工智能,22500.0,杭州国辰机器人科技有限公司,杭州,3,硕士,
资深大数据工程师,人工智能,75000.0,贝壳找房（北京）科技有限公司,北京,3,硕士,
搜索引擎/算法工程师,人工智能,37500.0,北京小米科技有限责任公司,北京,3,本科,
技术支持工程师（执行部）,人工智能,15000.0,北京推想科技有限公司,北京,1,本科,
大客户销售（金融）,人工智能,30000.0,达而观信息科技（上海）有限公司,上海,3,本科,
媒体公关经理,人工智能,15000.0,广州探迹科技有限公司,广州,1,本科,
算法工程师（视觉方向）,人工智能,15000.0,南京浦和数据有限公司,南京,1,本科,
小爱高级产品经理（手机端）,人工智能,45000.0,北京小米科技有限责任公司,北京,5,本科,
云计算销售经理,人工智能,22500.0,杭州才云科技有限公司,上海,5,本科,
资深产品人（医疗领域）,人工智能,40000.0,北京爱特曼科技有限公司,苏州,5,本科,
自动化运维工程师,人工智能,17500.0,上海微创软件股份有限公司,上海,3,本科,
自然语言处理/NLP工程师,人工智能,45000.0,深圳无觅科技有限公司,深圳,0,本科,
销售经理,人工智能,12500.0,北京盈迪曼德科技有限公司,北京,3,大专,
算法工程师(知识图谱),人工智能,30000.0,杭州有盾网络科技有限公司,杭州,3,本科,
售前技术支持总监,人工智能,37500.0,北京捷通华声科技股份有限公司,上海,5,本科,
汽车导购责任编辑,人工智能,8000.0,杭州艾耕科技有限公司,杭州,1,大专,
linux系统实施工程师,人工智能,11500.0,北京中科智加科技有限公司,北京,3,本科,
安卓,人工智能,14000.0,广州久邦世纪科技有限公司,广州,1,本科,
商务经理,人工智能,22500.0,深圳强时科技有限公司,深圳,3,本科,
大客户销售经理,人工智能,15000.0,达而观信息科技（上海）有限公司,深圳,3,本科,
高级/资深测试工程师,人工智能,37500.0,广州小鹏汽车科技有限公司,北京,3,硕士,
深度学习/机器学习算法工程师,人工智能,22500.0,上海纸上绝知智能科技有限公司,上海,3,硕士,
售前咨询经理,人工智能,22500.0,中诚信征信有限公司,北京,3,本科,
销售工程师/语音方案销售工程师,人工智能,11500.0,上海庆科信息技术有限公司,深圳,1,本科,
类目综合运营,人工智能,25500.0,上海别样秀数据科技有限公司,上海,5,本科,
标准经理,人工智能,22500.0,北京市商汤科技开发有限公司,北京,5,不限,
python开发,人工智能,11500.0,广州优亿信息科技有限公司,广州,1,本科,
课程研发（机器学习）,人工智能,15000.0,北京博雅大智慧科技有限公司,北京,0,硕士,
深度学习工程师,人工智能,37500.0,北京数美时代科技有限公司,北京,1,本科,
小微信贷产品经理（智能调查方向）-01493,人工智能,20000.0,同盾科技有限公司,上海,5,本科,
广告项目经理（APM）-GZ,人工智能,15000.0,北京品友互动信息技术股份公司,广州,3,本科,
计算机视觉工程师,人工智能,40000.0,深圳极视角科技有限公司,深圳,1,硕士,
渠道商务总监,人工智能,32500.0,广州织点智能科技有限公司,广州,5,大专,
后端开发工程师（医疗方向）,人工智能,22500.0,上海依图信息技术有限公司,杭州,5,本科,
高级/资深大客户销售经理,人工智能,30000.0,达而观信息科技（上海）有限公司,深圳,5,本科,
安卓开发工程师,人工智能,16000.0,上海纸上绝知智能科技有限公司,上海,3,本科,
产品经理,人工智能,10500.0,北京光启元数字科技有限公司,广州,3,本科,
设计师/产品助理/AI本体建模,人工智能,20000.0,杭州艾耕科技有限公司,杭州,3,本科,
数据产品经理,人工智能,22500.0,爱财科技有限公司,杭州,3,本科,
C++开发工程师,人工智能,37500.0,上海赜睿信息科技有限公司,上海,3,本科,
产品经理,人工智能,20000.0,广州柏视医疗科技有限公司,广州,3,本科,
云计算销售经理,人工智能,22500.0,杭州才云科技有限公司,北京,5,本科,
大数据开发工程师(实习生),人工智能,5000.0,成都极米科技股份有限公司,成都,0,硕士,
大数据算法工程师,人工智能,45000.0,上海友塔网络科技有限公司,上海,3,本科,
计算机视觉研究员,人工智能,37500.0,北京市商汤科技开发有限公司,北京,1,硕士,
运维开发工程师G00728,人工智能,22500.0,云集共享科技有限公司,深圳,5,本科,
NLP算法工程师,人工智能,30000.0,上海明品医学数据科技有限公司,上海,1,硕士,
数据分析师,人工智能,27500.0,北京数美时代科技有限公司,北京,1,本科,
大数据售前工程师,人工智能,14000.0,西安贝业思数据智能技术服务有限公司,广州,3,本科,
安卓开发工程师,人工智能,22500.0,北京数美时代科技有限公司,北京,1,本科,
数据分析工程师,人工智能,17500.0,深圳市爱牙邦医疗器械有限公司,深圳,1,本科,
图像算法工程师,人工智能,17500.0,成都聚思力信息技术有限公司,成都,1,本科,
产品经理,人工智能,37500.0,杭州艾耕科技有限公司,杭州,3,硕士,
推荐算法工程师,人工智能,45000.0,小桨乘风网络科技（北京）有限公司,北京,3,本科,
高级C++研发工程师,人工智能,37500.0,上海赜睿信息科技有限公司,上海,3,硕士,
ios开发工程师,人工智能,20000.0,上海别样秀数据科技有限公司,上海,3,本科,
内容与新媒体运营,人工智能,12500.0,北京特拉库塔科技有限公司,北京,1,本科,
AI人工智能课程销售浙江省区域总监,人工智能,12500.0,上海广问科技有限公司,杭州,0,不限,
高级售前工程师,人工智能,16000.0,深圳极视角科技有限公司,深圳,3,本科,
数据开发工程师,人工智能,16500.0,杭州数梦工场科技有限公司,杭州,3,本科,
产品总监（高校智慧教育类）,人工智能,22500.0,四川聚阳科技集团有限公司,成都,5,本科,
Android开发工程师,人工智能,17500.0,上海朗绿建筑科技股份有限公司,上海,3,本科,
高级视觉算法工程师,人工智能,20000.0,上海商涌网络科技有限公司,上海,0,本科,
PHP研发工程师,人工智能,22500.0,北京小米科技有限责任公司,北京,1,本科,
AI运营助理,人工智能,4000.0,杭州鸟瞰智能科技股份有限公司,杭州,1,本科,
研发总监/VP,人工智能,75000.0,智言科技(深圳)有限公司,深圳,0,硕士,
