,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Python,Matlab,Opencv,Tensorflow,Java,Linux,Caffe,Spark,Pytorch
33,算法工程师,算法,12500.0,海外网传媒有限公司,北京,0.0,无,"岗位名称：算法工程师岗位职责：1、运用深度学习(DeepLearning)以及自然语言处理（NLP）技术，挖掘互联网非结构化信息，实现海量数据的自动学习与理解；2、处理媒体类非结构化/结构化文本数据，利用知识抽取、主体识别、正负面判断等提升实现舆情分析功能及提升准确性；3、利用推荐算法实现内容个性化推荐功能，提升用户体验。任职要求：1、本科以上学历，3年以上算法相关经验；2、熟悉自然语言处理领域的基本概念和问题，包括：分词、词性标注、命名实体识别、语法分析、语言模型、文档分类等；3、熟悉自然语言处理的常用技术和算法，包括：HMM、CRF、SVM、TD-IDF等；4、熟悉深度学习技术在NLP领域的理论及进展，包括：RNN,Seq2Seq,Attention等基本算法；5、实际从事过文本处理相关的技术工作，如Query解析、文本检索、机器翻译、情感分析者更佳；从事过多语言舆情系统的候选者***；6、精通Java/python编程语言，熟练使用主流自然语言分析框架；7、优秀的英文阅读能力。",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,算法工程师,算法,20000.0,深圳市谷咖企业管理咨询有限公司广州分公司,广州,2.0,硕士,"岗位职责：2、负责开发和实现新算法，算法的性能调优；3、负责软件算法测试；4、独立完成相关软件及系统的开发。任职要求：1、硕士及以上学历，具备良好的文献阅读能力并能转化为代码实现；2、熟练C/C++,Pyhhon，熟悉常用的计算机视觉应用和算法，精通Opencv及其他开源视觉库；3、具有良好的问题分析及解决能力，抗压能力佳；4、有OpenCL，Cuda编程经验尤佳。备注：1、负责产品：8K极高清视频监控相机；2、对标行业或产品：安防行业、摄像机、行车记录仪、无人机、运动相机、单反相机等。职能类别：										图像算法工程师																			算法工程师									",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,导航算法工程师（机器人）,算法,27500.0,北京布科思科技有限公司,北京,5.0,硕士,岗位职责：1. 负责机器人导航中路径规划、自主避障、自主脱困算法研发2.负责机器人运动约束路径规划算法研发3.负责机器人运动控制算法研发4.负责机器人轨迹跟踪及目标跟踪算法研发5.负责多传感器融合避障算法研发。6.算法的移植和产品化任职资格:1.计算机、自动化专业硕士及以上学历，清华、北大等一流院校硕士、博士优先2.3-5年AGV机器人导航算法经验3.掌握常见的路径规划、避障算法，至少精通A*、Dijkstra、D*等一种路径搜索算法。4.掌握遍历规划，搜索规划等算法。5.精通机器人运动控制算法，如PID，MPC，模糊控制等控制方法。6.掌握在线优化、非线性优化、数值优化、凸优化算法，有相关优化算法项目经验优先。7.熟悉视觉、码盘、IMU、超声波、红外等传感器，并了解其相关定位/导航算法。8.  熟悉Linux平台、ROS，熟练掌握C/C++，有较好的编程基础9. 根据项目具体要求，承担相关联技术项目的设计与开发,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,2019年毕业生/有北京户口--算法工程师,算法,12500.0,北京中盾安民分析技术有限公司,北京,0.0,硕士,【在白石桥、四季青桥、马甸、西三旗和回龙观有班车上下班】职责描述：负责安检设备与系统产品线图像处理、人工智能等算法技术的研发工作。任职要求：1、熟练使用C++与matlab语言；熟练使用VS开发环境；2、熟悉图像处理与识别、人工智能算法；  3、有图像处理、图像识别、人工智能领域相关工作经验；  4、在目标检测与识别、图像分割、GPU编程、深度学习等某一方面有深入研究者优先； 5、计算机、信息处理、模式识别、生物医学工程等相关专业毕业，硕士及以上学历。【在白石桥、四季青桥、马甸、西三旗和回龙观有班车上下班】,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,算法工程师,算法,20000.0,深圳市简明信息咨询有限公司,深圳,3.0,本科,岗位职责：1、结合公司项目要求，实现算法的编程和优化；2、负责算法开发、验证和测试；3、跟踪算法的应用情况，完成对算法的技术支持工作；4、参与指纹识别产品的算法研发工作；任职要求：1、硕士及以上学历，通信、电子、计算机、数学等相关专业；2、熟悉图像处理的有关知识，如图像增强、图像分割、图像检测、机器学习等；3、具备扎实的算法和数据结构基础、较强的逻辑思维能力；4、具有一定的编程能力，熟悉C/C++；熟悉VC和MFC优先；5、Matlab、Opencv等图像处理仿真工具至少熟悉一门；6、有角点检测、sift检测实际工作经验优先；7、富于敬业精神，能够胜任重复性工作，工作有激情，能够承受较大的工作压力；8、积极主动、认真踏实、有良好的沟通能力和团队合作精神；9、有指纹识别工作经验者优先；10、有android平台产品或嵌入式系统产品的研发经验优先；,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,大数据高级开发工程师（算法）-ZNYF（合肥）,算法,17500.0,北京四维图新科技股份有限公司,北京,0.0,本科,						岗位职责:1. 负责大数据平台前沿技术研和方案实施落地；2. 负责大数据处理技术方案、架构设计和核心模块开发 任职资格:1. 计算机专业统招本科以上学历；2. 5年以上工作经验，2年以上大数据处理工程经验，精通分布式系统的架构设计、开发、实施经验，具有解决疑难问题的能力；3. 精通基于Spark、Flink、Kafka的微服务架构，以及Mesos、K8S等容器技术；4. 扎实的Java编程基础，对各种大数据中间件有深入的了解；5、有良好的算法基础、概率统计基础者优先6、有gis行业算法工作经验优先7、热爱技术、学习能力强， 对创新及解决有挑战性的问题充满激情；8、具备优秀的逻辑思维能力和自驱力，有良好的沟通能力和团队协作精神。办公地点：合肥高新区与四维图新集团签署合作协议，将在合肥建立四维图新第二总部前期工作地点在合肥蜀山区创新产业园F3栋后期工作地点在合肥蜀山区皖水路旁（自建办公楼）,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,SLAM算法工程师（2020届）,算法,23000.0,深圳奥比中光科技有限公司,深圳,0.0,硕士,"本岗位面向海内外2020届全日制统招应届毕业生（毕业时间为2019年8月-2020年12月）【岗位职责】1. 基于深度相机、IMU等传感器，进行VSLAM算法的研发2. 负责AR/VR算法的工程化 【任职资格】1. 硕士及以上学历，计算机、自动控制、电子信息相关专业2. 扎实的数学基础，掌握常见的滤波算法，优化算法，掌握多视角几何理论3. 掌握VSLAM的基础理论和算法，掌握VIO、图优化等算法基本原理4. 扎实C/C++和Python基础，熟练使用Linux和ROS开发环境5. 熟悉ROVIO, OKVIS, VINS-Mono, MSCKF等开源算法",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,雷达数字信号算法工程师,算法,17500.0,南京慧尔视智能科技有限公司,南京,2.0,本科,"工作职责：1、负责雷达新算法的调研；2、对雷达模拟系统进行数学仿真；3、负责雷达数字信号处理算法的研发工作；4、与嵌入式软件工程师配合，协助完成算法的嵌入式实现，参与系统调试；任职要求：1.硕士及硕士以上学历的应届毕业生,或具有2年工作经验的本科及以上学历有较强的理论基础。2.有较强的数字信号处理基础,信号与信息处理/通信与信息系统专业/数学专业优先3、熟悉雷达原理，熟练掌握matlab，熟悉C/C++语言，拥有雷达信号处理算法实际项目经验优先。",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,高精度算法工程师,算法,30000.0,北京升哲科技有限公司,北京,0.0,本科,						岗位职责:1.负责网络RTK算法的研发、设计及仿真工作；2.负责网络RTK算法与平台接口对接工作。 任职资格:1.定位、测绘相关专业的硕士及以上学位；2.具有扎实的卫星定位理论基础；3.熟悉高精度卫星导航定位原理；4.熟悉RTK、单点定位程序、伪距相位组合法等；5.熟练掌握C/C++编程，具有良好的Visual Studio开发能力。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,图像算法工程师,算法,20833.33,合肥将财拓展培训管理有限公司,合肥,0.0,硕士,、深度学习、计算机相关专业。2、熟练掌握至少一种深度学习框架，caffe/Tensorflow/Pytorch。3、熟悉linux开发环境，熟练掌握C/C++和python编程以及常用的数据结构算法。4、熟悉前沿的卷积神经网络（CNN）算法及常用的机器学习算法。5、熟悉常用的深度学习检测算法，如SSD、YOLO、FasterRCNN等。6、熟悉OpenCV图像处理开源库以及常用图像处理算法。7、有深度学习检测、识别、分割等视觉工作经验者优先，比如模型调参训练及测试，网络优化、加速等。8、有较强英语读写能力，无障碍地阅读深度学习相关领域论文。9、工作严谨，责任心强，表达沟通协调能力强，有较好的团队意识和抗压能力。,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
43,音频算法工程师,算法,25000.0,广州市阔达计算机科技有限公司,广州,1.0,硕士,岗位职责：负责音频相关技术的研发，包括：音频检索、音频内容分析与特征提取、音源分离、歌声合成、自动作曲、声音转换、语音识别、语音合成、变速变调、音频特效等。任职要求：1、信号处理、MIR或语音相关专业硕士、博士；2、扎实的编程能力（C/C++或Python），扎实的音频信号处理、机器学习基础；3、熟悉MIR、语音识别、语音合成相关领域技术，对相关领域的国内外研究进展有比较深入的跟踪和了解。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,图像算法工程师（西安）,算法,20833.33,北京航天无人机系统工程研究所,西安,2.0,硕士,"职责描述：1、负责可见光、红外、多光谱、高光谱、SAR图像处理算法设计工作；2、负责多源信息融合算法设计工作；3、负责人工智能识别、检测等算法设计工作；4、负责数据处理相关专业领域的具体研制工作。任职要求：1、计算机科学、信号与信息处理、模式识别、机器学习等相关专业,硕士或以上学历；2、有图像识别或视频算法研究背景经验及相关工作经验者优先；3、熟练使用python/shell等脚本；4、熟悉OpenCV、Caffe、TensorFlow者优先；5、在计算机视觉领域发表过高质量论文者优先；6、善于协调、沟通，责任心、事业心强，能够承受一定的工作压力。良好的自学能力，独立思考能力，能够在短时间内学习并应用新技术。",0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
45,AI算法研究员(J15855),算法,17500.0,北京星网锐捷网络技术有限公司,福州,3.0,本科,工作职责:岗位职责】1、负责计算机视觉算法和深度学习算法等前沿技术的实现、验证和研发，负责算法设计、优化及改进工作2、负责物体检测、分类、跟踪、识别、图像理解、图像质量评估和增强、视频分析等前沿技术实现和研发3、负责挖掘具体场景痛点，制定解决方案，并搭建软件原型任职资格:【岗位要求】：1、研究生或博士学历，人工智能、计算机科学、电子工程、自动化、通信或相近专业毕业2、具备扎实计算机视觉与模式识别理论与实践基础3、具备图像处理、计算机视觉理论和算法经验   4、熟悉常用深度学习框架Caffe、Tensorflow、MXNET、Keras等5、精通C++、Python，熟悉其他常用编程语言6、具有大型计算机视觉的设计经验和相关项目背景的候选人优先,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
