,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Sql,Python,Mysql,Oracle,Java,Hadoop,Linux,Spark
30,大数据分析师,数据,9000.0,江铃汽车股份有限公司,南昌,0.0,无,"工作职责:1.	负责行业数据分析项目工作，配合完成项目需求调研，编制需求说明书和工作方案；2.	沟通客户实际分析需求、完成相关数据抽取、数据清洗、数据探索、数据建模分析等工作；3.	负责构建产品、运营及活动用户行为评估体系，通过海量数据的挖掘和分析，形成报告，支持战略规划；4.	基于大数据分析，为公司，车主提供大数据分析报表，提供可视化数据方案，并提供建设性意见；5.	参与公司大数据运营平台建设及后期运营工作，熟悉大数据中心运营管理标准及流程；6.	参与6-sigma项目培训并完成项目目标、参与提交合理化建议、完成部门其它工作任务；任职资格:1.	2年以上互联网数据分析从业经历，其中车联网运营数据分析经验优先考虑；2.	突出的分析能力、优秀的沟通表达能力、对数据敏感，工作细心踏实，数据保密意识；计算机、数学、统计相关专业优先考虑；3.	能独立进行数据统计、专业报告撰写、熟知常用算法；4.	熟悉和使用SQL、EXCEL,以及熟悉使用matlab、SAS、clementine、R、python等一种以上软件；5.	性格开朗外向、积极主动、具备良好沟通能力；",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,数据管理岗,数据,6000.0,太平洋人寿保险大连分公司,大连,,无,"工作职责:1.	负责行业数据分析项目工作，配合完成项目需求调研，编制需求说明书和工作方案；2.	沟通客户实际分析需求、完成相关数据抽取、数据清洗、数据探索、数据建模分析等工作；3.	负责构建产品、运营及活动用户行为评估体系，通过海量数据的挖掘和分析，形成报告，支持战略规划；4.	基于大数据分析，为公司，车主提供大数据分析报表，提供可视化数据方案，并提供建设性意见；5.	参与公司大数据运营平台建设及后期运营工作，熟悉大数据中心运营管理标准及流程；6.	参与6-sigma项目培训并完成项目目标、参与提交合理化建议、完成部门其它工作任务；任职资格:1.	2年以上互联网数据分析从业经历，其中车联网运营数据分析经验优先考虑；2.	突出的分析能力、优秀的沟通表达能力、对数据敏感，工作细心踏实，数据保密意识；计算机、数学、统计相关专业优先考虑；3.	能独立进行数据统计、专业报告撰写、熟知常用算法；4.	熟悉和使用SQL、EXCEL,以及熟悉使用matlab、SAS、clementine、R、python等一种以上软件；5.	性格开朗外向、积极主动、具备良好沟通能力；",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,数据分析（网上商城）,数据,5250.0,乐扣乐扣（中国）,上海,0.0,大专,"通过餐具行业, 渠道（天猫 淘宝 京东 唯品会），店铺，商品 数据分析，  贡献运营战略，商品开发 任职资格1. 有电商行业经验 2. 数据分析软件（至少 EXCEL或者ACCESS 优秀） 3. 有责任心，细心",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,数据分析师,数据,22500.0,中通快递股份有限公司,上海,5.0,本科,岗位职责：1、通过数据分析支持产品改进及新模式的探索；2、构建业务数据分析体系，帮助确定各项业务数据指标；3、分析快递营运的过程模型，分析快递业务中存在的问题，提出改进的建议和措施，并督产品和运营促落地执行；4、参与构建快递场景中货、车、人、场的数据模型，搭建快递数据分析框架；5、通过分析，优化快递运营网络，提高运营效率，降低运营成本提供重要的依据。岗位要求：1、本科及以上学历，统计学、应用数学、计算机等相关专业；2、熟练掌握多种统计和挖掘方法，熟练使用Python、R等语言；3、较强的数据敏感度，逻辑分析能力和文档写作能力；4、有责任心，良好的沟通能力和组织管理能力以及心理承受能力，勇于接受挑战；5、有快递行业相关经验优先。,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,DBA数据库管理员,数据,15500.0,蓝月亮（中国）有限公司,广州,3.0,大专,"、与项目组开发负责人共同完成应用数据库设计及架构选型； 2、项目上线前生产环境数据库准备及初始化数据处理； 3、负责数据库监控，定期进行数据库及相关应用系统巡检； 4、负责日常数据库的维护工作，为开发人员提供技术支持； 5、负责数据库系统部署方案的设计，计划和实施； 6、定期监控运行效率低下的SQL语句，提供优化方案给开发人员进行调整； 7、配合其他团队进行数据的处理、查询、统计及分析工作； 8、自我学习与提升，主动提升技术水平，不定期开展技术讨论与分享。任职要求： 1、本科及以上学历，计算机及相关专业； 2、至少3年以上数据库管理经验，对常见关系型数据库（MySQL、PostgreSQL、SQLServer等）有一定了解及使用； 3、熟悉MySQL数据库体系结构，具备MySQL数据安装、配置、调优、管理、备份和恢复经验； 4、具有一定的数据库性能优化、迁移、升级经验； 5、能够熟练使用ZABBIX监控数据库、中间件和NOSQL服务器的CPU、IO、内存等负载； 6、深入了解索引原理、执行计划、事务与锁机制、集群、镜像、复制等，对数据库高可用技术有一定接触等； 7、对MySQL主从复制，主主复制、PXC/MGR有一定了解,能熟练Linux操作系统； 8、工作主动、认真、细心、踏实，具备良好的沟通协调能力及问题分析与解决能力。",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,订单及数据处理主管,数据,9000.0,华彬快速消费品投资管理有限公司,北京,0.0,无,岗位职责：1、负责SAP功能模块（SD/MM)单据处理（包含审核、创建、更新）；2、负责SAP系统物料、客户、价格主数据维护；3、负责提供工作所需报表；4、完成直接领导交付的其他任务 。任职资格：1、本科及以上学历，专业不限，计算机、信息管理等相关专业者优先；2、有SAP SD/MM/FI/CO等模块使用或实践经验者优先；3、熟练操作办公软件；4、有较强的自学能力，有良好的团队合作精神，积极主动，有良好的沟通能力 。任职资格：1、本科及以上学历，专业不限，计算机、信息管理等相关专业者优先；2、有SAP SD/MM/FI/CO等模块使用或实践经验者优先；3、熟练操作办公软件；4、有较强的自学能力，有良好的团队合作精神，积极主动，有良好的沟通能力 。职能类别：										信息技术专员									,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,数据专员,数据,9000.0,百安居（中国）投资有限公司,上海,0.0,大专,1. 负责创建与维护SAP系统供应商、商品主数据，保证数据的准确性、处理的及时性2. 按需求制作多维度的数据分析报表，数据挖掘、推进业务开展3. 与BI对接系统通用报表，固化形成日、周、月、年度报表体系4. 协助职能部门经理完成月度、年度分析报告的PPT5. 熟悉公司多渠道的业务状况，了解公司各系统的数据架构，推进优化内部流程职位要求：1. 大专及以上学历，物流专业或1年以上供应链相关工作经验优先 2. 对数据敏感，逻辑性强，具备良好的沟通协调能力，执行能力强3. 有数据分析能力，能熟练操作EXCEL\PPT等办公软件4. 工作认真负责，细心严谨，主动思考，敬业度高，执行力强，有团队协精神,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,大数据技术专家—（杭州）财富业委会,数据,30000.0,恒生电子股份有限公司,杭州,,无,1. 负责创建与维护SAP系统供应商、商品主数据，保证数据的准确性、处理的及时性2. 按需求制作多维度的数据分析报表，数据挖掘、推进业务开展3. 与BI对接系统通用报表，固化形成日、周、月、年度报表体系4. 协助职能部门经理完成月度、年度分析报告的PPT5. 熟悉公司多渠道的业务状况，了解公司各系统的数据架构，推进优化内部流程职位要求：1. 大专及以上学历，物流专业或1年以上供应链相关工作经验优先 2. 对数据敏感，逻辑性强，具备良好的沟通协调能力，执行能力强3. 有数据分析能力，能熟练操作EXCEL\PPT等办公软件4. 工作认真负责，细心严谨，主动思考，敬业度高，执行力强，有团队协精神,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,数据分析师,数据,9000.0,北京康辰药业股份有限公司,北京,2.0,本科,流向数据统计：负责公司产品流向录入整理、流向数据库维护；数据库完善、维护：完善发货、采购、流向及库存数据库，并定期更新维护；异常数据监督预警：检查、监督相关流向、进销存数据，对异常数据提出预警并跟踪；出具相关报表、报告：出具相关的数据报表及数据统计报告；梳理流程：梳理并逐步完善数据统计相关流程；数据支持：为公司相关人员提供数据支持1．教育背景与专业资质1.1基本学历要求：本科以上学历，金融学、数学、统计学相关专业1.2专业教育、专业职称、资质要求：有医药行业工作背景2．工作经验 2.1专业经验：2年以上相关工作经验 2.2专业技能：熟练使用word、excel、ppt，并能够熟练使用access、sql、spss其中一种数据统计软件职能类别：										业务分析专员/助理									,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,高级数据分析师,数据,20000.0,途虎养车网,上海,3.0,大专,岗位职责：1.分析交易、流量等数据，编写分析报告，并做出运营改进调整2.对业务趋势进行归纳总结，并能根据分析结果提出策略建议，提供运营支持3.根据业务分析结果，撰写周期性及专项分析报告，为管理层决策提供有质量的分析支持4.响应临时性业务分析需求，做出逻辑清晰的分析报告5.深入理解业务，帮助业务理解、使用数据岗位要求：1.数学、统计学、汽车等专业本科及以上学历，至少2年以上工作经验，有相关经验的优先考虑；2.熟练掌握Excel、PPT3.数量掌握多种数据分析、数据挖掘等逻辑能力4.有业务敏感度，能根据业务需要进行数据分析5.具有良好的团队协作能力、语言表达能力、抗压能力,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,业务数据经理（房产板块）,数据,22500.0,瑞庭网络技术（上海）有限公司广州分公司,广州,5.0,本科,岗位主要工作内容： 1. 独立统筹和协调多个城市的房产基础数据类项目，搭建指定城市的业务数据体系； 2.建立有效方法采集业务数据并保证数据质量； 3.负责多城市的房产数据质量检查和审核工作，尤其价格数据质量； 4.房产类数据的挖掘、分析，支持各部门的数据化运营和业务； 5.与公司内部相关部门进行数据对接； 6.负责团队人员管理 专业知识/技能要求： 本科以上学历，房地产经营、土地资源管理、建筑工程管理等相关类专业优先； 以往的工作经历要求： 1、5年以上房产评估类、房产数据类经验、房产项目类经验，具备团队管理经验优先； 2、有较强的沟通及统筹能力，能承担较强的工作压力； 3、对房产数据发展、数据分析挖掘、数据商业化应用有较好的发展意向； 从业资质/岗位证书： 拥有房地产估价师证书、二级建造师证书、土地估价师证书者优先,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
