,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Excel,Cad,Pmp,Word,Ppt
684,项目管理工程师（现场代表）,项目管理,10000.0,成都基准方中建筑设计有限公司,成都,1.0,大专,岗位职责：1、代表公司设计方参加各种建筑工程验收，现场问题处理及图纸等技术答疑；2、根据设计要求，协调或解决现场土建专业常规问题，并将现场其他专业问题精准表达反馈到公司各专业职能处理；3、严格执行公司的各项规章制度，服从公司及设计团队的工作安排。任职要求：1、大专及以上学历，工民建相关专业；2、10年以上工作经验，熟悉电气、土建、水暖等系统的相关知识，具备一定的审图能力、专业技术能力、工程管理能力；3、熟练使用CAD及office软件；4、熟悉国家相关政策法规，具备与岗位所需的相关专业知识，能够进行施工现场的技术指导和运行调试；5、具备良好的判断、决策、沟通协调能力，较强的执行力及责任心。,0.0,1.0,0.0,0.0,0.0
685,改善项目管理,项目管理,7000.0,锐技卷轴（常州）有限公司,常州,3.0,大专,负责物料在ERP系统内流转（出入库等）；负责仓库改善工作（包括物料定位/标识，先进先出和呆滞物料整理）；根据成品生产和物料采购计划，安排收发物料，保障成品生产；负责车间和仓库的整体5S改善；负责车间布局和物料流通的改善；组织和协调现场改善会议；监督和跟踪车间和仓库改善行动落实情况；服从领导的其他安排。任职要求: 大专以上学历，机械专业；3年以上精益生产管理经验；受过生产作业管理、管理技能、产品知识等方面的培训；熟悉仓库和车间各项工作流程及操作；熟练ERP和操作办公软件，具备一定的英语读写能力；具有很强的沟通、计划组织能力；能在压力下工作，具有团队精神。,0.0,0.0,0.0,0.0,0.0
686,项目管理工程师,项目管理,7000.0,天津海瑞兴能源科技有限公司,天津,0.0,无,负责项目的（项目现场通常为海上、滩涂、海岸）组织管理工作，包括但不限于管理协调公司内部资源、分包方、业方、第三方检验资源等，保证项目目标的顺利达成 。职位要求：1、工科类专业背景；2、能适应出差、出海作业；3、有工程施工组织管理经验者优先考虑；4、身体健康，无不良嗜好，能取得健康证。,0.0,0.0,0.0,0.0,0.0
687,项目管理,项目管理,5250.0,苏州沿泰汽车技术有限公司,苏州,0.0,大专,"岗位职责1、负责公司发动机性能测试咨询及服务的销售及推广；2、开拓新市场,发展新客户,增加销售范围；3、负责市场信息的收集及竞争对手的分析；4、收集项目相关信息，跟进项目工程进展情况；5、推荐公司产品，参与销售合同的谈判、签订；6、开发新客户，开展日常销售工作；7、管理维护客户关系以及客户间的长期战略合作计划。8、完成公司领导下达的其他任务。任职资格1、大专以上学历，2、五年以上工作经历或三年以上汽车行业工作背景3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力4、具备一定的市场分析及判断能力，良好的客户服务意识5、有责任心，能承受一定的工作压力6、有团队协作精神，善于挑战。",0.0,0.0,0.0,0.0,0.0
688,中药项目管理,项目管理,9000.0,重庆云采科技股份有限公司,重庆,3.0,大专,工作职责：1、负责年度中药销售规划，分解目标，并达成销售目标；2、负责各门店中药养护及陈列；3、负责各门店中药知识培训；4、负责各门店中药库存及效期管理；5、负责中医师的招聘及维护；6、协助营运策划中药营销活动并执行。任职要求：1.有较强语言表达能力及沟通能力；2.有丰富中药销售管理经验及医生资源，年龄22-50岁；3.具有较强执行力；4.学历不限待遇：年薪10万，工资结构：底薪+提成+其它福利,0.0,0.0,0.0,0.0,0.0
689,项目管理经理,项目管理,18750.0,武汉友芝友生物制药有限公司,武汉,5.0,硕士,						岗位职责：1.负责项目管理工作，完善相应立项管理制度及流程2.跟踪国内外药品研发动态，对研发信息情报分类、汇总和总结，并形成报告；3.建立研发立项相关的项目库，对项目库定期进行补充、更新，并对库存项目进行跟踪；4.从药学、药理、临床、专利、市场等角度完成项目立项审核、审批；5.跟踪行业政策资讯并进行解读；6.对立项项目的实施进行考核；7.完成领导交代的其他工作任职要求：1.硕士及以上学历，具有5年以上新药研发行业经验，药学等相关专业；2.具备创新药立项调研能力；3.具备立项和项目实施经验，熟悉药物研发流程；4.熟悉新药审评审批相关法规与技术要求，CFDA/FDA关于创新药物的相关指导原则；5.具备药学、药理、毒理、临床结果评估分析能力；6.具有文献数据检索及分析总结能力；7.能够熟练操作OFFICE等办公软件																		,0.0,0.0,0.0,0.0,0.0
690,项目管理人员,项目管理,5250.0,昆明市土地开发整理中心,昆明,1.0,大专,岗位职责：从事项目管理、现场施工管理、工程资料管理等工作。任职要求：1.具有土地整理、农业综合开发、农田水利等工程项目管理工作经验，要求项目管理相关专业本科及以上学历；2.监督检查各参建单位的工程建设行为及资料编制、管理，做到及时完整与工程进度同步；3.协调解决施工过程中的相关问题（包括设计变更），对现场工程施工的进度、质量、投资等进行监督控制；4.编制及记录工程资料和各阶段验收资料以及工程竣工资料整理归档；5.具有良好的组织纪律性，服从工作安排，能适应岗位的需求；具有良好的团队合作精神和较好的沟通协调能力，解决现场发生的相关状况，解决不了及时向领导汇报；6.熟悉国家和地方现行的相关专业政策、法律法规、技术标准、规范及质量验收评定标准；熟悉项目管理过程，看得懂设计图纸，要求施工单位按图施工；7.有相关执业资格证书和中级及以上职称者优先考虑；,0.0,0.0,0.0,0.0,0.0
691,项目管理中心专员/助理/秘书,项目管理,6000.0,J2厚华设计有限公司,广州,3.0,大专,工作职责：1、随时掌握设计及工程施工进度、质量情况，督促工程项目按计划完成；2、负责项目管理中心的资料整理、收集及其他行政工作；3、项目管理中心总监交代的其他事宜。任职资格：1、大专以上学历，男女不限；2、1年以上相关工作经验，具有一定的室内装修知识，了解室内装饰流程、有一定项目管理经验者优先；3、沟通能力强，具备较强的团队合作意识，自我学习和独立工作能力强，能吃苦耐劳。4、有良好的组织协调能力和现场经验，良好的解决实际问题以及突发事件的能力，工作积极主动，能承受工作压力；5、英文CET-4，英语听、说、读、写能力良好；6、熟练操作计算机，及相关软件的操作，如：Word，Exel， Powpoint，AutoCAD，etc。,0.0,0.0,0.0,1.0,0.0
692,弱电智能化项目管理员,项目管理,6500.0,广州织网通讯科技有限公司,广州,2.0,中专,职位描述：1、协助上级对各项目进度、质量进行过程控制、监督和检查，推进项目建设进度；2、熟悉常用弱电子系统原理、方案设计。3、配合甲方单位实施项目协调工作，及工程项目验收、质量控制等管理工作，懂项目管理基本能力。4、协助公司一体化管理体系的建设、项目开工至完工每一步进度资料的制作和安全文明施工的管理；5、了解当地材料市场，采购材料；6、对现场工程管理、施工规范与施工工艺有一定的认识；7、完成领导安排的其他工作。任职资格:1、建筑工程或智能化工程、弱电工程相关专业专科及以上学历，懂得工程管理管理知识或工程造价预算知识优先考虑；2、具有1年以上现场工作经验，能驻项目地；3、熟悉CAD制图；4、熟悉项目流程管控，良好的沟通协调能力；5、对材料价格较为熟悉，责任感强。,0.0,1.0,0.0,0.0,0.0
693,项目管理中心总监,项目管理,22500.0,青岛通产智能科技股份有限公司,青岛,0.0,无,一、主要职责 1、负责协调公司各种资源完成订单交付实施工作，设计项目实施交付策略及落地方案，建立和完善项目实施交付的流程标准及考核体系；解决产品交付过程中的各种问题； 2、负责项目实施计划的拟定、变更和跟进管理，协调项目经理合理调度项目实施人员、资源，定期进行数据统计与分析，发现问题与风险并进行分析等。 3、负责项目实施和售后过程中客户需求引导，与客户保持经常的联系，及时了解客户的需求；能够结合客户的想法，沟通引导客户，避开不合理需求，帮助客户建立项目阶段思路； 针对客户合理的需求，制定产品改善计划，并合理分配给相应的人员； 4、负责对项目实施过程中的技术调研、评审、谈判及技术接口工作；项目产品的验收工作和客户使用培训工作. 5、负责产品交付客户后的售后服务工作，解决客户产品运行中的问题以及产品升级迭代服务工作。 6、负责客户来访（电话、微信、网站等）问题的整理、解答和回访，客户投诉的处理，客户满意度管理。 7、负责项目实施团队的搭建和管理，对所管辖成员进行培训、考核，日常工作中对交付人员的技能提升、工作思路、目标意识的培养。增强项目人员技术技能、工作思路和目标意识； 8、提炼项目实施经验，形成项目实施案例，丰富实施知识库，总结提炼成功案例； 9、负责项目实施过程中的费用预算和费用支付管理。 10、完成上级领导安排的其他工作  二、任职要求： 1、计算机、软件、信息化、机电设备等相关专业全日制本科以上学历 2、5年以上IT信息系统集成类项目、软件开发或智能设备企业从业经验 3、 3年以上项目管理经验，从事过政府类项目实施经验者优先 4、具有清晰的逻辑思维能力，具备处理复杂问题的判断和解决能力； 5、具备良好的沟通能力和优秀的协调能力，能与各层面人员沟通，能够同时处理多个项目，有项目群管理经验，能有效协调各种资源； 6、具有良好的服务意识、职业素养，具备项目掌控能力，良好的团队合作意识，能够主动总结和分享自己的工作经验。 7、有较强的自学能力；有较强的工作抗压能力,0.0,0.0,0.0,0.0,0.0
