,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,C,Linux,Ip,Excel,Cad,Tcp
31,通信软件计算机工程师,通信,11500.0,广州嘉权专利商标事务所有限公司东莞分公司,东莞,1.0,本科,一、工作描述：1、学习《专利法》等法律知识，结合案例，熟悉专利的申请程序和知识；2、运用所学的专业知识，结合新产品说明书，与科研人员沟通，搞懂新产品原理、结构，总结新产品的发明思路，编写产品技术特点、优点和有益效果；3、补充绘制产品图纸；4、为企业讲解《专利法》等法律知识；5、参与到与客户的谈判事宜，跟客户确定合作事项。二、任职要求：1、硕士研究生学历，光通信、计算机、软件、通信工程、信息工程等相关专业毕业；2、人品好、诚实正直、踏实、认真、负责、学习能力强；3、具有良好的沟通能力。工作职责：负责计算机、通信、软件领域的专利撰写、答辩、复审、无效、诉讼等专业工作。公司福利：上班时间：五天 八小时工作制1、六险（社保+意外险）一金、节假日福利津贴、生日派发礼物；2、优厚的年终奖金；3、餐费补贴；4、丰富的员工活动（羽毛球、篮球活动、卡拉OK、烧烤等等）；5、合理的有竞争的薪酬和良好的学习发展平台；6、职业生涯的发展规划和职业能力的提高；7、享受各种假期：婚假、产假、年假（5-10天带薪年休假）等。职业前景：国家正在推动创新型社会的建设，鼓励企业创新，企业也只有创新才有发展前景；而企业对自己开发的新产品寻求专利保护成为一种必然和必要。知识产权保护是当今国内、外关注的焦点，也会是将来的热点。专利保护是一个知识复合型行业，与技术和法律密切有关，要求从业人员具有理工科背景，再学习法律知识，具有良好的发展前景，工作后可以参加国家专利代理人和司法考试，获取相应资格。发展机会：1、横向发展：为丰富员工的岗位技能，在内部根据员工需求结合实际情况，可安排工作轮换，全面掌握相关工作技能，具体情况因人而异。2、纵向发展：公司正处于发展扩大阶段，在各地不断开设分公司，通过努力可发展成分公司的负责人或部门负责人。专业领域的话，可通过考试成为代理人。3、个人自我发展：公司会组织多种培训，人力资源部的培训、各业务部门培训，还有外聘的老师进行培训。同时结合一对一的帮教指导。4、发展晋升通道为：工程师-组长-副经理-经理-副总-公司合伙,0.0,0.0,0.0,0.0,0.0,0.0
32,通信工程实习生,通信,2500.0,江西正讯建设工程有限公司,南昌,0.0,无,						岗位职责:1、了解CAD工程制图，能够识别工程施工图纸。2、对通信设备有一定了解，了解传输设备，通信数据网，调度数据网，交换机。3、能够参与光缆线路施工，按照电力通信光缆施工规范，监督现场施工。4、熟练掌握计算机操作，对日常办公软件能够熟练掌握，能够按照甲方要求编制工程竣工资料。岗位要求:1、通信工程，信息管理，电子信息工程相关专业大专及以上学历。2、年龄20周岁-42周岁，能够适应省内地市短期出差。3、沟通能力强，能够跟甲方，监理，设计院沟通工程细节。4、具有机动车驾驶证C证优先考虑。5、遵纪守法，无不良行政处罚记录。6、吃苦耐劳，勤恳好学，对工作岗位热爱，热爱通信事业。,1.0,0.0,0.0,0.0,1.0,0.0
33,通信线路维护,通信,5250.0,青岛九域数码科技有限公司,青岛,0.0,无,、负责辖区内通信线路的日常维护、巡检事务；2、熟练使用熔接机、测试仪等仪器，负责设备的调测、线路的抢修，故障的排除；3、负责光纤光缆的迁改、验收工作并承担与施工队或其他部门的沟通协调工作；4、协助上级领导进行分公司日常工作的处理，承担分公司维护员的培训工作。5、从事过光缆线路维护至少1年以上相关工作；任职要求：1.计算机、通信、机电工程、自动化等相关专业专科以上学历；4.身体健康，品行端正，学习能力强；5.处理问题高效，执行力强，注重团队合作。6.有实际驾龄2年以上者优先。,0.0,0.0,0.0,0.0,0.0,0.0
34,4K通信网络信号测试实习生+住宿,通信,5000.0,长沙极目云码信息科技有限公司,长沙,0.0,中专,工作内容：1、 在工程师指导下进行相关通信网络的测试及优化工作；2、 负责相关的责任区的无线通信网络质量；3、 按照公司要求提交相应报告报表等；4、 完成领导交办的其他任务。任职资格:1、中专以上学历，计算机等理工科专业毕业优先；2、思维敏捷，能适应短期出差，工作积极，有责任心和团队意识；3、应届、有意从事通信网络优化人员皆可参加；4、工作经验相对欠缺者正式入职之后会先由老员工带一个月左右。公司福利：1、签订正式劳动合同；2、日常补贴（话费、工作餐、交通费补贴）;3、薪资保障：享受优质的奖励机制，高薪资；4、朝九晚五，周末双休;员工旅游+员工生日会+节日礼物；5、享受国家规定的带薪年假、法定节假日等福利；6、丰富的企业文化活动，打造快乐活力的工作氛围 。,0.0,0.0,0.0,0.0,0.0,0.0
35,专利代理师——电学、通信、机械,通信,12000.0,冀深信息技术（深圳）有限公司,深圳,0.0,无,一、岗位职责：1、负责撰写特定专业领域的专利文件和专利申请；2、负责专利、技术文献的搜索分析；3、负责挖掘专利申请创新点，创造性发现并确定得以申请专利的技术创？？？点；4、负责撰写专利申请官方通知书的答复文件；5、负责专利复审、专利无效、专利导航、专利侵权诉讼等事务。 二、任职要求：1、全日制本科以上学历，理工科背景（通信、电子、机械、自动化等相关专业）；2、有同岗位工作经验者优先；3、具有较强的学习能力、沟通协调能力、文字表达能力；4、意向在知识产权行业长期发展，热爱专利代理工作，责任心强。 三、薪酬待遇：公司提供有竞争力的薪酬，清晰的职业发展通道，合理的薪酬调整及激励机制。 四、公司福利：1、工作时间：每天7.5小时工作制、周末双休；2、法定福利：五险一金、法定节假日、带薪年休假；3、自有福利：节日福利、团建、定期健康体检；4、可口的下午茶、充满阳光和绿植的办公环境、和谐的工作氛围。 五、职业发展：专利代理师的职业前景及晋升路径：实习专利工程师—初级专利代理师—资深专利代理师、资深国际专利代理师、资深专利诉讼专家——部门负责人——事业合伙人,0.0,0.0,0.0,0.0,0.0,0.0
36,光通信版图IC设计工程师,通信,17500.0,深圳贝特莱电子科技股份有限公司,深圳,0.0,大专,、本科或专科，有很强的版图设计背景。2、具有2年以上的光子学应用高速模拟驱动IC模块或系统版图的工作经验。3、了解亚微米级CMOS高速设计方面的专业知识。具有CMOS Bicmos、SiGe或Gaas高速版图设计方面的专业知识。4、有能力独立完成高质量的版图设计。任职要求：1、将定义电路要求从原理图、布局和验证到特性描述的完整设计。2、完成电路布局和/或定义面具设计师的布局要求。3、编写规范和测试要求文档。模拟和数字电路的行为建模。4、完成混合信号模拟，以验证芯片级和系统级性能。5、在实验室测试、表征和消除缺陷设计。6、与应用、营销和制造接口，以提供IC专业知识。,0.0,0.0,0.0,0.0,0.0,0.0
37,电气电力通信机械工程师期刊写手,通信,3750.0,长春市绿园区元昊文化传媒工作室,长春,1.0,本科,、本科及其以上学历，文字驾驭能力强，毕业论文优良；2、能完成理科稿件的选题、撰写、修改等相关工作；3、责任心强，良好的求知态度和服务意识，擅于沟通，具有团队精神。,0.0,0.0,0.0,0.0,0.0,0.0
38,通信电源工程师,通信,5416.67,湖南同飞电力调度信息有限责任公司,长沙,0.0,无,负责编制通信电源专业所辖设备的技术改造计划、故障抢修方案等；2. 负责通信电源专业所辖设备的管理，完成通信电源专业所属设备台帐的记录，并即时记录设备故障处理和检修情况，及时、正确做好设备的现场（原始）技术记录；3. 负责对所辖设备发生的事故、障碍、异常等进行调查、分析，提出防范对策、措施并严格执行；4. 其他文档的编写工作。任职要求：1、大专及以上学历；2、熟悉各类通信电源系统、UPS电源系统；3、会基本的通信电源系统安装，能看懂图纸进行安装；4、具有良好的服务意识，工作认真负责；5、较强的故障判断和处理能力，动手能力强；6、熟悉使用PPT、EXCEL、Word和CAD等办公软件；7、2年以上相关工作经验，必须持有高压或低压电工操作证，有电力行业电气设备维修经验者优先。,0.0,0.0,0.0,1.0,1.0,0.0
39,通信设备维护工程师,通信,3750.0,武汉洲际电讯科技股份有限公司,武汉,1.0,中专,岗位职责：1.完成上级分配的维护、巡检、放电、机房或机楼值班等现场服务工作。2.为客户提供电话技术支持。3.填写现场服务工作的报告并将工作结果与客户进行确认。4.负责公司与客户之间的设备收发工作。5.进行故障汇总、比较与分析，并提交报告。6.负责对个人使用的维护工具、仪器、设施的操作安全、妥善保管与定期保养。7.有责任向本组成员或指定员工提供技术帮助。8.有责任就具体问题向客户作出技术应答。9.负责配合完成市场部交办的投标、结算等工作，与客户进行必要的联系与沟通。任职要求（至少满足以下三条）：1、大专以上学历；2、相关专业或1年以上相关岗位工作经验（如基站代维，动环、通风等基站设备维护，计算机维护等）；3、一定的理论基础；4、较强的动手学习能力；5、一定的故障判断和处理能力和表达沟通能力；较强的团队精神；6、吃苦耐劳，能适应长期出差或驻外（主要负责河北省铁塔公司相关的业务维护）7、有特种作业电工证；8、有c1驾照，并且驾龄在一年以上。,1.0,0.0,0.0,0.0,0.0,0.0
40,机械、自动化、化工、通信等专业技术人员,通信,8500.0,合肥智慧龙图腾知识产权股份有限公司,六安,1.0,本科,"任职资格：（1）机械、自动化、化工、制药、电气、通信等专业技术领域本科及以上学历；（2）必须熟练应用CAD及Office办公软件，且能看懂基本的图纸；（3）会简单使用三维设计软件；（4）具有良好的沟通表达能力和文字功底，出色的分析与研究能力；独立的工作能力，能够承受较高的工作压力，有良好的敬业精神和脚踏实地工作作风。 晋升机制：员工→主管→部门副经理→部门经理工作时间：周一至周五。08：20-11:40,",0.0,0.0,0.0,0.0,1.0,0.0
