,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Pcb,C,Protel,Ic,Qc,Arm
24,电子技术员,电子/半导体,5250.0,深圳康荣电子有限公司,深圳,1.0,中专,、有电子基础，有整机装配工作，电子产品检验或生产测试相关工作1年以上经验。2、能提供质量信息反馈和确保纠正措施的实施。3、计算机及电子、通讯相关专业毕业。4、作风严谨，富有团队合作精神，责任心强。5、灵活应变的处事能力，有较强的说服沟通和组织能力。6、服从生产调动，能吃苦耐劳。,0.0,0.0,0.0,0.0,0.0,0.0
25,电子厂仓库主管（n v   s h i）,电子/半导体,7000.0,上海温良昌平电器科技股份有限公司,上海,3.0,无,工作职责：1、按规定做好物料（外购、外协、半成品、成品）的验收、记账与收发工作，做到账务、账账相符；2、随时掌握库存动态，及时提出物料采购及外协加工申请，保证物料最低安全库存，保证物料及时供应；3、对物料进行制表登记、记账。4、完成采购经理交办的其他事项。任职条件：1、30岁—48岁，n v s h i ，中专以上学历；2、有五年以上仓库管理或采购管理类工作经验；3、具备一定的责任心、协调能力，工作积极主动，认真负责；4、熟练使用OFFICE办公软件和ERP系统；5、薪 资 面 议。有意者请发简历至邮箱bgs@wlcpkj.com。公司提供工作餐，缴纳社保、公积金，妇女节、端午节、中秋节等节假日发放员工福利，年终尾牙宴聚餐抽奖联欢晚会等。公司提供良好的发展空间，欢迎有志之士加入我们的团队！！！,0.0,0.0,0.0,0.0,0.0,0.0
26,电子工程师,电子/半导体,12500.0,无锡百虹科技有限公司,无锡,0.0,无,岗位职责：1.负责锂电保护板，无刷控制器，锂电充电器等产品的设计开发。2.负责与产线对接，提供生产工艺要求，并协助解决生产遇到的专业技术问题；3.负责与客户技术对接，理解解决客户技术方面问题。任职要求：1. 熟悉使用PROTEL/AD/DXP或PADS/POWERPCB进行原理图和PCB的设计2. 熟悉CAD 等画图工具，能进行简单2D结构图的绘画。3. 有较强的沟通能力，组织能力，责任心强。4. 熟悉电动工具，园林工具.，吸尘器，电动车行业的优先考虑。,1.0,0.0,1.0,0.0,0.0,0.0
27,电子工程师,电子/半导体,9000.0,深圳市方成教学设备有限公司,深圳,3.0,大专,岗位职责：1.负责公司产品电路设计，开发样品制作，功能测试确认；2.负责公司电子技术资料的汇总、文件归档、BOM整理；任职要求：1.二年以上计算机、通讯及电子相关专业；2.熟悉电路原理分析，至少熟练使用PADS、Protel、OrCAD、PowerPCB等软件中一种；3.精通数字和模拟电路，能够独立使用单片机完成设计和调试；熟悉C或C++语言及单片机编程；4.思维开阔，具有较强的产品创新能力，具有独立完成项目能力优先；,0.0,1.0,1.0,0.0,0.0,0.0
28,耳机电子工程师,电子/半导体,9000.0,深圳市锦鸿泰科技有限公司,深圳,3.0,大专,岗位职责： 1) 负责公司的耳机类产品电路PADS原理图设计制作，开发样品制作，功能测试确认；2) 负责制定生产测试流程，进行坏机分析；3) 负责公司电子技术资料汇总、归档，电子BOM制作；4) 电子物料样品测试并确认规格书；5) 协助产品结构工程师完成整机产品的开发；6) 对已定型的产品进行生产技术服务和改进工作；7) 熟悉和生产制程人员共同检讨落实所做出的设计可生产性报告；8) 其他上级交代的工作任务。任职要求： 1) 大专以上学历，电子相关专业，4年以上蓝牙耳机等相关方面硬件设计工作经验；2) 熟悉蓝牙耳机、降噪耳机新产品的硬件设计，独立完成原理图、调试等工作，熟悉调试音质，熟悉PCB layout规则；3) 精通CSR等蓝牙芯片，熟悉蓝牙产品测试标准与认证标准，动手能力强；4) 熟练使用设计软件，在抗干扰方面有一定的心得；5) 熟悉生产工艺及测试，确保生产顺畅质量稳定；6) 责任心强、执行力强，具有团队合作精神.7）无经验者请勿打扰！,1.0,0.0,0.0,0.0,0.0,0.0
29,传感器电子工程师,电子/半导体,6000.0,南京凯基特电气有限公司,南京,2.0,本科,"岗位职责：1、根据相关技术标准,进行相关电气元件选型，设计并绘制电气原理图,接线图,布置图等，编制元器件清单；2、可根据客户要求更改和维护PLC程序；3、负责项目电气及工艺相关输出资料的编制、整理、更新、归档；4、跟踪项目，至现场指导安装，调试，用户培训；5。博士团队带队研发组任职要求：1、电气工程自动化、电力电子或相关专业；2、一年以上相关电气工作经验，有设计电气工作经验者优先；3、具备自动化控制和电气方面的知识及经验，了解PLC的控制逻辑编程，能够进行简单的修改及调试；4、熟练使用AUTOCAD制图和OFFICE办公软件；5、熟悉电气布线、控制柜布局、电气部件选型及电气制图相关标准；6、熟练嵌入式系统设计及应用7、有强烈的责任心，良好团队协作能力和沟通能力、学习能力强。",0.0,0.0,0.0,0.0,0.0,0.0
30,电子电路板设计员,电子/半导体,6000.0,北京京正和机电技术有限责任公司,北京,0.0,本科,电子类、计算机类、自动化控制类专业。身体健康。年龄男26岁以下，女24岁以下。可提供住房补助。公司近期将在京津冀地区设立办公分部，正式员工可根据自愿原则选择办公地点。可在北京本部工作，亦可以选择前往其它分部办公。,0.0,0.0,0.0,0.0,0.0,0.0
31,电子硬件工程师,电子/半导体,7000.0,上海金东唐科技有限公司,苏州,2.0,大专,、负责公司产品项目中基于单片机的功能板卡辅助设计，调试2、验证功能板卡功能与稳定性和可靠性3、负责相关技术文档的编写、整理;4、 部门分配的其他任务；任职要求：1、 大专及以上学历；电子、通信、计算机、自动控制等相关专业；2年以上相关工作经验；2、 熟悉电路理论基础，有较强的电路设计，调试能力，熟悉STM32单片机固件开发调试；3、 熟悉电子测试测量应用，数据分析统计；4、 熟练使用PCB图软件（如protel，pads等）；5、 熟练使用万用表、示波器等常用测试设备，熟练元器件焊接，产品测试，编制BOM等相关经验；6、 具有严谨的工作态度，良好的团队合作精神、沟通能力。,1.0,0.0,1.0,0.0,0.0,0.0
32,高薪诚聘电子元器件（中班）外贸销售(底薪+高提成）,电子/半导体,4600.0,福州成敏贸易有限公司,武汉,0.0,大专,"岗位职责： 1. 拓展全球市场，开发与维护客户,熟悉IC交易平台；2. 和客户建立长期稳定的合作关系； 3. 及时处理客户的每日询价，积极主动追单，促成订单； 4. 稳定维持业绩并持续增进;5. 拥有良好的职业道德，严格保守公司商业机密，不损害公司形象；任职资格1. 1年以上电子元器件（IC）国际销售经验者优先; 2. 具备优秀的沟通能力和优良的过往业绩优先;3. 英语CET-4（相等级别），英语口语水平优秀, 听、说、读、写流利。能与外商进行沟通。会双外语（英语、日语）优先考虑。 4.可接受应届毕业生。5. 熟练操作Office等各类办公软件；6. 能吃苦耐劳，工作认真負責，善于学习，能够服从公司安排；7. 上进心强,有良好的团队协作精神、工作积极主动。有较强的沟通、协调能力和承压能力；8.住公司附近优先。薪资待遇：底薪+业绩提成+奖金+业绩优秀者可享年终分红；上班(中班）时间:（周一到周五14:00-23:00）；享受国家法定节假日；公司地址：武汉市江汉区姑嫂树路10号新华国际B栋710室(地铁六号线石桥站F出口步行500米，姑嫂树路和兴业路交界处)只要你肯努力，只要你能为公司创造价值，工资上不封顶！",0.0,0.0,0.0,1.0,0.0,0.0
33,电子维修技术工- 包住+餐补,电子/半导体,5250.0,德夫尔工业电子（杭州）有限公司,杭州,0.0,无,						岗位职责：1.传感器电子元器件 维修、调试。2.能看懂基本的电路，产品维修（贴片元件为主）。3.会使用万用表，示波器。任职要求：有相关经验，能吃苦耐劳。相关经验优先；福利待遇：长白班，有加班补贴。 包住+五险，有餐补。																		,0.0,0.0,0.0,0.0,0.0,0.0
34,无线充电子工程师,电子/半导体,9000.0,深圳市全捷通电子科技有限公司,深圳,3.0,大专,"、设计、开发、评估电子线路板、对线路板不合理的地方给出改进方案，为公司相关人员提供技术支持。2、对线路板出现的问题，要具备独立解决问题能力，给出解决方案，会修理线路板3、为采购的产品制定电子元件 、产品、设备、系统等操作测试组装等流程4、指导协调生产、制造、安装、操作、维修等方面工作，确保电子设备、仪器、产品在生产中符合生产要求任职要求：性别不限，大专以上，电子应用或相关专业，三年以上工作经验，熟悉线路板及其各种零部件的工作原理,能对有问题的线路板进行技术分析跟处理、无线充，旅充等；工作经验者优先没有这方面的经验请勿打扰；",0.0,0.0,0.0,0.0,0.0,0.0
35,电子厂急招普工新人入补贴2800元,电子/半导体,5250.0,广州百宝袋电子科技有限公司,深圳,0.0,无,因新开产线，岗位目前可以自由选择，长白班，组装部门，包装部门，任选，都可以自由选择。当天安排面试、当天安排入职、当天安排住宿、带薪培训、包吃包住综合5000-6500元/月左右。一、厂区服务：1、错过面试的朋友，请不要担心，也不用浪费钱去住宿旅馆，我们会给你安排免费住宿，第二天再面试入职；2、全程贴心服务，完成面试、体检、入职、住宿、报到，省时省力，尽快入职 ；3、面试入职之后，持厂牌可去饭堂吃饭，以及在厂区士多消费。二、招聘要求：1、年满18-45周岁，男女不限，学历不限；2、有责任心，服从安排，工作积极、认真；3、持有本人有效身份证，不过期三、岗位职责：1、普工、操作工、质检员、组装工、包装工、学徒工、品管员、巡检、文员、物料、线外、测试、CNC学徒等等。2、主要从事电子产品、手机配件和电脑配件等制造工艺，分流水线作业与非流水线作业；四、薪资待遇：小时工:1、19.5／小时，月保底260-300小时；2、月综合工资5400-6600元；正式工:1、底薪：试用期2300转正2650，加班费计算：周一至周五1.5倍，，周六周日2倍，节假日3倍。综合月收入5500-6900元。每3个月考核一次，考核加薪，考核合格加薪幅度为200--500元，入职越久底薪越高。年底（双薪）及年终奖金3000-4000元。2、每个月7-10号准时发工资。3、员工到期离职之后，及时结清全部工资。五、福利待遇：1、饭堂提供自助餐模式，迎合南北饮食差异，工作餐有米饭套餐、面条、水饺馒头、面包牛奶、鸡腿、鸡蛋等等；2、公寓式宿舍，4-6人／间，设备齐全，空调、衣柜、饮水机和热水器，独立阳台及卫生间，24小时WiFi覆盖；3、员工享有国家法定假11天，享有工伤假、婚假、丧假、产假、带薪年休假等假期；4、每个季度免费组织员工旅游，逢节假日举办大型文艺活动，以及抽奖、抢红包等娱乐；5、厂区内各种生活娱乐设施一应俱全，应有尽有，医院、邮局、球场、网吧；6、统一发放员工生日福利，以及端午、中秋等节日礼金，春节也有开工红包，年末有年终奖500-2000不等，视乎公司经营业绩而定。为了你***时间报名成功录入你的资料，请尽量电话联系，手机短信报名！【报名方式】1、拨打电话：点击查看联系电话，电话咨询人事招聘洪先生186131159842、短信报名：姓名+年龄+报到日期发送人事招聘主管洪先生186131159843、投递简历：收到简历后我们会***时间联系你,0.0,0.0,0.0,0.0,0.0,0.0
