,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Linux,Mysql,Shell,Python,Sql,Oracle,Nginx,Tomcat
555,系统集成运维工程师,运维/技术支持,7000.0,上海仪电鑫森科技发展有限公司,上海,1.0,中专,岗位职责：1、负责处理客户弱电系统及产品技术方面的投诉，及时向客户反馈结果并定期回访；2、负责为客户提供现场服务工作，对公司提供的设备故障做判断、分析、维修和保养；3、指导客户正确使用产品、解决常见问题、介绍相关知识并收集整理客户的反馈信息；4、根据投诉和返修率总结与市场反馈向技术部门提出产品改进意见，促进改善产品质量；5、根据客户要求接受特殊订单，配合做好售后技术支持；6、熟练使用报修平台软件。7、发掘潜在的服务机会，进行维修保养协议销售工作，如提供服务介绍、公司产品和发展的宣传。任职资格：1、中专以上，计算机、通信、网络等相关专业毕业。2、一年以上机电或机械维修工作经历，应届生亦可。3、售后技术支持，相关产品维护及测试等相关工作经验；4、良好的客户服务意思、团队合作精神及沟通表达能力；5、工作讲究效率，细致认真责任心强；6、有电工操作证书或电焊工操作证书优先考虑；7、年龄35岁以下，能进行高空作业（10米左右）。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,运维工程师（Java方向）,运维/技术支持,4500.0,上海昕之励信息科技有限公司,无锡,1.0,大专,						1.用户咨询的解答，软件使用问题的解答，对无法解决的问题，及时向部门进行反馈；2.用户的相关培训；3.根据公司的要求，完成相关的文档；4.软件项目实施过程中的沟通协调，结果及时反馈；5.负责医院项目实施及维护；6.领导安排的其它工作；岗位要求：1.大专及以上学历，计算机、软件等相关专业毕业；2.能适应出差；3.一年及以上软件实施项目经验；4.乐于沟通，较强的理解及表达能力；5.能承受一定的工作压力，学习能力强，有医疗项目实施经验者优先。工作地点：无锡1号线人民医院附近																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,软件运维/测试工程师,运维/技术支持,5000.0,成都德贝实业有限公司,成都,2.0,本科,工作职责：1、负责线上业务日常维护，保障公司软件系统正常运行；2、负责基础平台设施的维护工作，服务的发布、更新、监控等工作；3、负责对接用户咨询、报障电话；4、负责软件内部测试工作；5、根据测试需求，编写测试计划，测试用例；6、根据测试需求或测试用例搭建测试环境，执行测试，提交BUG，并进行BUG跟踪和回归测试，直至BUG关闭；7、协助研发人员定位、排查问题。任职资格：1、22-30岁，男女不限；2、2年以上运维/测试工作经验，具备优秀的计算机软、硬件知识，能够快速判断计算机软、硬件故障；3、具备良好的服务意识与职业素养，沟通能力和良好的语言表达能力，具备团队协作精神；4、具有大型ERP运维/测试经验优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,运维工程师,运维/技术支持,7500.0,苏州希格玛科技有限公司,苏州,3.0,无,						任职要求：1.本科以上学历，计算机相关专业，3年以上大型系统的实际运维经验；2.熟练使用各种运维及监控工具，对于常用的各种集群管理、分布式部署等有丰富的经验；3.熟悉常用脚本语言，能在linux服务器上熟练架设各种服务；4.熟悉网络安全，熟悉各类常用网络设备的部署、使用和维护，有较强的安全意识，对生产环境监控策略有自己的理解；5.精通ORACLE、SQLSERVER、MYSQL等主流数据库服务器的维护和优化；6.对系统运维工作富有热情、有高度的责任心、良好的沟通技巧和团队合作精神。7.熟悉arcgis的优先，有智慧城市运维工作经验的优先。岗位职责：1.负责公司产品和交付项目的内外部系统的部署及优化，推进IT化运维；2.负责系统的关键数据迁移、版本发布，负责数据运营安全和数据保密；3.解决系统运行中产生的问题包括网络、数据看、云服务，对突发事件的快速响应；4.参与研究系统架构、发现潜在问题、制定系统调整和优化方案，提高系统的健壮性和效率；5.进行运维方面的规划和管理，建立规范化的运维体系；6.培养公司运维团队，为内外部系统做好服务支撑；7.领导交待的其它任务。																		,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
559,运维工程师,运维/技术支持,10500.0,南京绛门信息科技股份有限公司,深圳,0.0,无,岗位要求：1、熟悉MYSQL、Zabbix，具备部署、维护能力；2、具备JAVA开发能力和经验；3、有运维开发、监控项目实施、报表开发工作经验者优先；4、有Python开发能力优先；主要负责监控报表的实现,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
560,运维工程师,运维/技术支持,7000.0,广东宝龙智能科技有限公司,广州,1.0,本科,岗位职责：1、负责专业软件的数据分析和数据挖掘工作；2、负责计算机软硬件及相关外设的安装调试、升级和运维；3、负责协助系统集成组织实施。任职资格：1、本科以上学历；2、28岁以下，计算机类相关专业全日制学历，有IT或相关工作经验者优先；3、熟练掌握计算机软、硬件以及网络技术的基础知识；4、有良好的服务意识，团队合作精神和沟通协调能力；5、有较强的责任心，具有协调、解决突发事件的能力。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,IT桌面运维工程师,运维/技术支持,5000.0,上海亚太蓝星计算机信息技术有限公司,上海,2.0,大专,、 负责用户各类PC及外设的安全监控和日常管理、硬件故障排查，局域网网络设备及软件的正常运行，维护网络通畅。2、 定期检查用户的IT硬件环境，提出优化建议和检查报告。任职要求1、 计算机或IT相关专业，大专及以上学历；2、 1年以上的网络管理、PC桌面、服务器网管工作经验；3、 熟悉企业桌面维护和管理，熟悉企业IT流程运作；4、 能尽快到岗任职。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,网络运维工程师,运维/技术支持,8000.0,南京创优科技有限责任公司,南京,1.0,大专,、负责内部局域网络维护；2、进行小型机、服务器、路由器等设备管理，以及网络平台的运行监控和维护；3、进行办公设备的日常维护及管理；技术档案维护；4、负责病毒的查杀，维护网络系统安全；5、处理网络及计算机故障；6、负责内部信息系统建设、维护；进行域名、后台数据、邮箱管理。任职资格1、计算机或IT相关专业，本科以上学历；2、有企业信息系统软硬件维护经验；3、有虚拟系统维护经验佳；,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,桌面运维,运维/技术支持,5250.0,北京轩洋公司,北京,1.0,大专,"工作职责：（1）从事电脑、打印机等IT相关设备管理维护工作；（2）接受其他部门的故障申报，与相关部门沟通协作,并及时处理故障；（3）记录每天操作的日志和故障报告，进行故障统计分析；（4）负责建立完整的外包管理及网络维护技术文档；（5）与客户建立和保持良好关系，及时提出解决问题的方法。（6）负责客户电脑、打印机等IT相关设备各种故障的诊断、排除及机器的维护。任职条件：（1）计算机或相关专业专科以上学历，具有1年以上桌面终端维护经验；（2）有较好的形象气质，有良好的服务意识，有较强的沟通协调能力；（3）能够承担多项工作职责，能够主动使用专业的工具、技术、流程进行故障分析、定位并独立解决常见技术性故障；（4）具备MS操作系统、常用办公软件和防病毒软件的系统分析、处理能力；（5）具备办公设备硬件知识；（6）能独立处理电脑故障、网络故障。（7）有微软认证证书人员优先录用",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,运维工程师,运维/技术支持,4500.0,福建正孚软件有限公司,福州,1.0,大专,						岗位要求：1、大专及以上学历，计算机相关专业；2、熟悉数据库管理，有运维部署经验3、有良好的沟通能力和人际关系，具有团队合作精神；4、能承受较大的工作压力。岗位职责1、公司软件产品日常运维，解决跟进市场反馈问题；2、参与研发项目的资源配置，技术支持；3、对数据库进行定期管理和异常处理及监控；4、进行公司产品安装部署、维护、性能分析和优化；上班地点：福州市鼓楼区五四路 省老干局公交站附近																		,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,财务软件售后技术支持,运维/技术支持,3750.0,南京盈放科技股份有限公司,南京,0.0,大专,、负责公司软件系统产品的售后维护工作，包括日常运维、故障处理、定期巡检等；2、负责受理、处理用户的咨询、投诉电话；3、负责系统实施、维护过程中产生的技术资料收集和整理；4、熟悉公司产品技术，能对客户进行必要的培训与技术指导。5、负责为客户安装、调试公司的财务软件系统产品，实施软件系统；1、财务、会计、审计相关专业大专或以上学历，有会计相关证书者优先考虑；2、熟练操作计算机和办公软件，性格外向、有亲和力，有一定学识素养；3、具有良好的沟通表达能力、协调能力，及较强的保密意识。培养方式面试通过后，公司安排培训，培训合格进入项目组实习，实习过程中，公司将安排资深顾问作为导师，对新员工进行入职指导。职能类别：										售前/售后技术支持工程师									关键字：售后售后工程师技术支持,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
