,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Web,Css,Html,Javascript,Js,Jquery
536,web前端开发工程师,前端开发,10000.0,苏州提点信息科技有限公司,苏州,1.0,无,"职位魅力0). 团队开放活泼，工作氛围愉快；1). 创业团队，市场前景佳，团队成长快，升职机会多多；1. 职能描述0). 负责主线产品HTML5前端的设计、实现、维护与优化；1). 负责公司前端产品框架的设计、实现与优化；2). 负责与设计、产品人员沟通，保证产品的质量和开发进度；3). 持续地优化相关的产品的质量、性能、用户体验；2.  职位要求0). 计算机相关专业本科以上学历，一年以上 Web 前端相关工作经验；1). 精通VueJS、AngularJS，熟悉主流的前端开发框架;、2). 精通Javascript, HTML5, CSS3;3). 熟悉Web前端组件化、模块化开发模式和前端构建工程化;4). 熟悉Web标准，熟悉跨浏览器，跨终端开发;5). 熟悉Typescript编程，熟悉SASS，LESS，熟练运用Grunt/gulp/webpack等工具；6). 熟悉npm及bower，了解各种场景下的开源项目包的灵活运用者优先；7). 有PS经验，能根据设计源文件自主完成切图者优先;8). 熟悉微信小程序、公众号接口、微信支付接口、支付宝接口者优优先；9). 良好的沟通与表达能力，思路清晰，有强烈的责任心和创新意识，业务逻辑理解与分析能力强；",1.0,1.0,1.0,1.0,0.0,0.0
537,前端开发工程师,前端开发,16000.0,杭州丈浔科技有限公司,杭州,3.0,本科,一日N餐不要钱，零食水果大食堂，咖啡点心休闲吧，篮球羽毛乒乓球，台球电玩小花园。2.每年1次自助旅游，5险1金，最专业最干货的高级测试技能系统培训。岗位描述1、熟练使用JavaScript、CSS、HTML进行代码构建，完成产品设计的交互和视觉；2、熟练使用vue或react技术框架全家桶。3、保持高效的前端性能，优秀的代码可维护性，良好的浏览器兼容性；4、同后台相关开发人员协作，获取后端数据后进行效果展示；5、与其他同事共享开发经验，优化网站的功能和性能；6、Web前沿技术研究和新技术调研。岗位要求1、计算机及相关专业本科以上学历，3年以上WEB前端开发经验；2、精通Web前端相关技术（HTML/CSS/Javascript);3、熟悉web开发流程，熟练使用开发调试工具；4、热爱学习，关心新技术，具有深入研究的兴趣和能力；5、有较强的逻辑分析、问题排查能力；6、积极向上，有良好的人际沟通能力，良好的工作协调能力，踏实肯干的工作精神。,1.0,1.0,1.0,1.0,0.0,0.0
538,Web前端开发工程师,前端开发,17500.0,上海掌富网络技术有限公司,上海,3.0,大专,岗位职责：1. 系统前端开发，根据需求完成指定模块，业务，逻辑的开发任务，保证系统功能可靠与扩展。2. 从事PC前端与移动端、WEB、HTML5开发。3. 解决软件系统前端相关的稳定性、效率性能的问题。4. 依据产品规划或设计进行代码分析，评审设计方案。5. 开发与产品相关的工具、模块。职位要求：1. 大学本科及以上学历。2. 三年以上计算机前端代码编写、分析经验；热爱前端开发，喜欢深入研究。3. 精通HTML5， CSS3体系，JavaScript编程，前端DOM编程模型。4. 熟练使用JQuery，BootStrap，熟悉AngularJS，ExtJS，React.js等之一前端框架。5. 精通Ajax原理，XML、JSON等数据通讯。6. 掌握响应式布局框架，有相关项目经验优先。7. 具备互联网交互设计能力，熟悉前端后端数据通信协议。8. 熟悉IE，Chrome等浏览器调试，能够使用如Fiddler等工具。9. 熟悉盒模型，主流浏览器事件机制（冒泡、捕获）。10. 熟悉面向对象分析与设计，熟悉前端MVC，MVVM模型框架。11. 良好的沟通能力，能够有效工作；较好的学习能力，掌握新知识。,1.0,1.0,1.0,1.0,1.0,1.0
539,Web前端开发工程师,前端开发,5250.0,南京柯普瑞信息技术有限公司,南京,0.0,大专,岗位职责： 1.协助负责公司业务运营相关网站页面、宣传品版面的创意及美术设计； 2.根据要求配合完成Flash的创意设计、制作； 3.完成公司和部门领导交办事项。 任职资格： 1、大专以上学历，专业不限，热爱互联网工作； 2、必须对设计有兴趣；热爱互联网，喜欢从事设计类工作； 3、学习能力强，具有较强的理解、领悟能力、工作协调能力和创造力，工作热情高，富有责任感，能听从公司安排保质保量的完成工作； 4、本岗位欢迎优秀应届毕业生前来应聘（学习能力强者可宽松学历要求）； 5、热爱本职工作，工作细心、责任心强。 我们的员工福利： 1：富有竞争力的薪酬和其他福利津贴 2：健全的五险一金 3：给予完善的绩效考核，年终奖金及定期调薪 4：完善的培养体系和晋升机制 5：节日礼金或礼品、生日礼金及Party、人生重大时刻礼金及礼品等； 6：带薪休假（年假，婚假，丧假，病假等） 7：丰富的业余集体活动（拓展，旅游，聚餐，年会等,0.0,0.0,0.0,0.0,0.0,0.0
540,Web前端开发工程师,前端开发,5000.0,宜昌快马仕网络科技有限公司,宜昌,2.0,大专,职位描述与产品设计师、后端工程师协作，参与设计和开发公司产品任职资格1.两年及以上工作经验2.有扎实的前端技术基础，包括但不限于 HTML、CSS、JavaScript、DOM3.对计算机相关基础知识有较好的理解，熟悉服务端开发技术4.熟悉常见的前端框架、库、工具，例如：jsjqueryvuelayuihtml5css3微信小程序5.有复杂用户界面与交互应用开发经验，在乎设计细节，能够发现并反馈设计稿中的缺陷加分项熟悉一门后端语言，例如Javahttps://kuaimashi.com/,0.0,1.0,1.0,1.0,0.0,0.0
541,前端开发工程师,前端开发,12000.0,上海安硕信息技术股份有限公司,苏州,3.0,本科,岗位职责1.负责产品前端页面构建、JS组件开发；2.负责前端样式和脚本的模块设计及优化；3.协同后台开发工程师，完成web系统开发任务；任职要求：1.全日制本科以上学历，软件相关专业；2年以上前端专职工作经验；2.精通HTML/CSS/Javascript/DOM/BOM等前端技术；3.熟悉浏览器兼容问题;对原生JS有深刻理解，掌握浏览器渲染原理；4.熟悉至少一种主流JS框架，对数据可视化工具D3熟悉者优先；5.对用户体验、交互操作流程、及用户需求有深入理解；6.有强烈的上进心和求知欲，善于学习和运用新知识，善于沟通和逻辑表达，有强烈的团队意识和执行力；,1.0,1.0,1.0,1.0,1.0,0.0
542,Web前端开发工程师,前端开发,7000.0,广州讯博网络科技有限公司,广州,2.0,大专,"						岗位职责: 2、与后台开发人员协作完成界面和功能的实现，并解决不同浏览器兼容问题； 3、掌握领域技术动态，做好技术储备，对相关人员进行技术培训并随时进行知识更新； 4、持续优化前端呈现，提升用户体验； 5、配合后台工程师制定服务接口并实现交互和调试。 任职资格: 1、2年以上相关工作经验； 2、熟悉Jquery,bootstrap框架，熟悉JavaScript/CSS3/HTML5基本原理并熟练应用； 3、能熟练运用DIV+CSS来制作符合W3C规范的静态页面，确保浏览器及平台的性能和兼容性； 4、具有良好的团队合作精神，有较强的自学、沟通表达能力及吃苦耐劳的工作精神，责任心强； 5、熟悉HTML5特性，了解HTML5最新规范，能够熟练运用HTML5特性构建移动端的WebApp，熟悉Html5通讯（ajax websocket），了解Html5的离线存储机制，了解响应式开发； 6、至少熟悉使用react,vue,angularjs等一种或者几种框架； 7、熟悉移动端主流浏览器的适配，深刻理解手机平台上各主流浏览器之间的兼容性。职能类别：										Web前端开发									关键字：Web前端开发",1.0,1.0,1.0,1.0,0.0,1.0
543,Web前端开发工程师,前端开发,10000.0,江苏户传科技有限公司,南京,3.0,本科,"职位描述：1、负责网站相关产品的前端开发工作，使用Javascript实现高性能的交互以及动画效果；2、能够根据产品需求，熟练运用(x)HTML，CSS兼容于目前主流浏览器的前端页面；3、负责相关产品的需求以及后台程序的实现，提供合理的前端架构；4、与产品、后台开发人员保持良好沟通，能快速理解、消化各方需求，并落实为具体的开发工作。岗位要求：1、精通JS,jquery，DIV+CSS，HTML5+CSS3，Ajax，react，antd 等技术，能手写JS代码，熟练移动端前端开发；2、丰富交互的Web开发，致力于通过技术改善用户体验；3、3年以上前端开发经验。福利待遇：1、交纳五险一金；2、提供午餐补贴；3、提供出差补贴；4、一周工作五天制，享受国家法定节假日；5、享受部门奖金、年终奖金；6、享受公司每年一到两次的旅游等。7、公司可申请优惠公寓房提供入住。",1.0,1.0,1.0,1.0,1.0,1.0
544,Web前端开发工程师,前端开发,9000.0,北京高馨宏维网络科技有限公司,北京,3.0,大专,"工作职责：负责广告平台产品（包含数据可视化方向）前端开发和维护，参与产品的技术选型和调研；与产品经理、交互设计师一起讨论产品设计，与后台工程师合作制定***技术实现方案；最新最炫酷的前沿技术学习研究和应用。工作要求：两年以上从事JavaScript开发的经历；扎实的javascript基础知识；能够熟练运用 HTML、CSS、JavaScript 构建高性能的web应用程序；熟悉Web性能优化,有性能优化经验；具有良好的代码风格、接口设计与程序架构；具有良好的沟通能力和团队合作精神；思路清晰，优秀的分析问题和解决问题的能力；加分项:计算机专业或相关专业；掌握服务器端编程语言并有实践经验；持续坚持写博客/自媒体1年以上；github上对开源项目有贡献；github个人原创项目有50个星以上；在著名业界大会有过技术分享；D3js，webGL相关经验良好的借力意识(站在巨人的肩膀上)；良好的软件工程意识；对技术有持续的热忱和激情，发自内心的热爱这份职业使用的框架和组件库是vue+iview，这个必须会",1.0,1.0,1.0,1.0,1.0,0.0
545,前端开发工程师,前端开发,8000.0,汉雅星空文化科技有限公司湖南分公司,长沙,2.0,大专,岗位职责：1、使用最新的 Web 前端技术负责产品的开发工作，包括前端js、html5项目开发工作，配合进行演示模型的开发工作；2、持续优化前端页面体验和访问速度，搭建高性能、高可用和安全的前端技术架构。任职要求：1、2-3年以上相关工作经验；2、对模块化、组件化、OOP、MVC有较多实践并有自己的理解；3、熟悉vue开发，有vue相关项目开发经验；4、熟悉各种Web客户端，尤其是主流移动端浏览器的开发模式和特性；5、熟练掌握前端开发技术(HTML5、JS、Ajax、Json、XHTML、CSS、Gulp)，了解各项技术的相关标准，并严格按照标准进行开发；6、熟悉HTTP协议，了解TCP/IP的基本工作原理；熟悉常用WEB开发调试工具；7、有移动端前端开发经验者这优先；对于大型Web站点性能问题的定位和解决有经验者优先；8、有基于Node的全栈开发经验，对NodeJsAPI、源码、生产环境部署、性能监控、错误捕获等有深刻理解者优先。,1.0,1.0,1.0,0.0,1.0,0.0
